record_id,source_layer,source_citation,date,year_bce,calculation_window,borrower_raw,lender_raw,borrower_key,lender_key,third_parties,status,loan_type,confidence,amount_raw,currency_or_unit,core_eligibility,verification_status,primary_source_verified,exposure_group_id,exposure_group_key,provisional_scope,provisional_stock_role,stock_counting_rule,amount_rule,decision_status,review_flags,method_notes
VRB-STAGED-0083,secondary_source_records,Suet. Iul. 27.1; Cic. Phil. 2.78,44 BCE; Philippic 2.78 [44 BCE],44,49-44 BCE,senators and supporters,Caesar,senators and supporters,caesar,,advanced,personal loan,medium,unspecified,,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0048,49-44 BCE|senators and supporters|caesar,private_or_unclear_review,possible_active_or_flow_review,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0084,secondary_source_records,Plut. Pomp. 58.1; Vell. 2.48.3-4; App. BC 2.26; Dio 40.60.2,49/50 BCE civil-war prelude; Vell. 2.48.4 [49-50 BCE],50,65-50 BCE,C. Scribonius Curio,Caesar,c scribonius curio,caesar,possible political payment/bribe; loan terms unverified,unclear,ambiguous financial obligation,medium,10000000,sestertii,out_of_scope_non_letter,verboven_only,online_translation_checked,EG-CLEAN-0057,65-50 BCE|c scribonius curio|caesar,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0085,secondary_source_records,Plut. Caes. 29.3; Suet. Iul. 29.1; App. BC 2.26; Dio 40.63.2,50 BCE civil-war prelude; Plut. Caes. 29.3 and App. BC 2.26 [50 BCE],50,65-50 BCE,L. Aemilius Paullus,Caesar,l aemilius paullus,caesar,political payment/neutrality purchase; loan terms unverified,unclear,ambiguous financial obligation,medium,1500,talents,out_of_scope_non_letter,verboven_only,online_translation_checked_amount_review,EG-CLEAN-0079,65-50 BCE|l aemilius paullus|caesar,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0086,secondary_source_records,Cic. Att. 6.1.25,Scr. Laodiceae vi K. Mart. a [50 BCE],50,65-50 BCE,Caesar,Pompey,caesar,pompey,,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0060,65-50 BCE|caesar|pompey,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0088,secondary_source_records,Cic. 2 Verr. 1.130-152,70 BCE; In Verrem 2.1.144-150 [70 BCE],70,outside_current_windows,P. Iunius,Roman state,p iunius,roman state,D. Iunius Brutus as guarantor,guaranteed,surety/guarantee,high,560000 contract; 110000 remitted,HS,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0108,outside_current_windows|p iunius|roman state,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0089,secondary_source_records,Suet. Iul. 18.1; Plut. Caes. 11.1,Caesar before Further Spain; Suet. Iul. 18.1 [61 BCE],61,65-50 BCE,Caesar,unspecified creditors,caesar,unspecified creditors,Crassus as surety,guaranteed,surety/guarantee,high,830,talents,out_of_scope_non_letter,verboven_only,online_latin_and_translation_checked,EG-CLEAN-0061,65-50 BCE|caesar|unspecified creditors,private_or_unclear_review,contingent_exposure_review,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0090,secondary_source_records,Cic. Phil. 2.4.11,44 BCE; Philippic 2.44 [44 BCE],44,49-44 BCE,L. Trebellius,creditores,l trebellius,creditores,sponsores,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_non_letter,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0034,49-44 BCE|l trebellius|creditores,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0091,secondary_source_records,Cic. Att. 13.6.2,Scr. Asturae med. m. Mart [45 BCE],45,49-44 BCE,Cato the Younger,young Lucullus,cato younger,young lucullus,,owed,credit arrangement,high,unspecified,,core_candidate,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0002,49-44 BCE|cato younger|young lucullus,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0092,secondary_source_records,Cic. Att. 12.5,Scr. in Tusculano in. m. Quint a. 708 (46) [46 BCE],46,49-44 BCE,Q. Cicero,Atticus,q cicero,atticus,young Q. Cicero,requested,personal loan,medium,unspecified,,core_candidate,verboven_only,latin_checked,EG-CLEAN-0043,49-44 BCE|q cicero|atticus,cicero_household_or_direct_review,demand_signal_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0094,secondary_source_records,Cic. Quinct. 15-20,81 BCE speech narrative; Pro Quinctio 15-20 [81 BCE],81,outside_current_windows,P. Quinctius,children/heirs of Scapula,p quinctius,children heirs of scapula,Sex. Naevius as promised source of funds,owed,debt repayment,high,unspecified,,out_of_scope_non_letter,verboven_only,online_latin_and_translation_checked,EG-CLEAN-0109,outside_current_windows|p quinctius|children heirs of scapula,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0095,secondary_source_records,Cic. Att. 11.2.2; Att. 11.3.1; Att. 11.4a; Att. 11.25.3; Att. 12.5c,"Scr. in Epiro aliquanto post Non. Febr., ut videtur, a [48 BCE]",48,49-44 BCE,Cicero/Tullia household,Atticus,cicero tullia household,atticus,Tullia,unclear,ambiguous financial obligation,low,unspecified,,out_of_scope_gift_or_dowry,verboven_only,latin_checked_financial_context_only,EG-CLEAN-0005,49-44 BCE|cicero tullia household|atticus,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0096,secondary_source_records,Cic. 2 Verr. 1.27-28; Cic. 2 Verr. 2.19-24,70 BCE; In Verrem 2.1.27-28 [70 BCE],70,outside_current_windows,Q. Caecilius Dio,unknown lender,q caecilius dio,unknown lender,Verres as bribe recipient,advanced,personal loan,high,1000000,sestertii,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0110,outside_current_windows|q caecilius dio|unknown lender,private_or_unclear_review,possible_active_or_flow_review,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0097,secondary_source_records,Cic. 2 Verr. 2.169-170; Cic. 2 Verr. 2.186-189; Cic. 2 Verr. 3.163-187,70 BCE; In Verrem 2.3.165-168 [70 BCE],70,outside_current_windows,borrowers under Verres' scheme,L. Carpinatius / Sicilian tax company,borrowers under verres scheme,l carpinatius sicilian tax company,Verres; Roman state grain funds,advanced,personal loan,high,12000000,sestertii,out_of_scope_public,verboven_only,online_latin_checked,EG-CLEAN-0103,outside_current_windows|borrowers under verres scheme|l carpinatius sicilian tax company,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0099,secondary_source_records,Cic. Sull. 56-59; Cic. Rab. Post. 39,Cic. Sull. 56-59 context; date not applicable as letter metadata [62 BCE],62,65-50 BCE,P. Sittius,unspecified creditors,p sittius,unspecified creditors,P. Sulla as procurator,owed,credit arrangement,medium,unspecified,,context_only,verboven_only,online_latin_checked_direct_business_debt,EG-CLEAN-0083,65-50 BCE|p sittius|unspecified creditors,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0100,secondary_source_records,Hor. Serm. 2.3.18-26; Ps.-Acro in Hor. Serm. 2.3.18,"c. 30 BCE (publication context of Horace, Satires 2); depicted Damasippus episode not securely dated",,unknown_window,Damasippus,faeneratores at the Ianus medius,damasippus,faeneratores at ianus medius,,advanced,credit arrangement,medium,unspecified,,out_of_scope_non_letter,verboven_only,verboven_and_citation_checked,EG-CLEAN-0113,unknown_window|damasippus|faeneratores at ianus medius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0102,secondary_source_records,Val. Max. 4.8.3,63 BCE context from Verboven; non-letter source [63 BCE],63,65-50 BCE,Q. Considius' debtors,Q. Considius,q considius debtors,q considius,,owed,interest/usury,medium,15000000,sestertii,out_of_scope_non_letter,verboven_only,online_latin_checked_direct_interest_amount,EG-CLEAN-0090,65-50 BCE|q considius debtors|q considius,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0103,secondary_source_records,Cic. Att. 12.25.1; Att. 12.30.2; Att. 12.31.1-2,Scr. Asturae iv. K. Apr. a. 709 (45) [45 BCE],45,49-44 BCE,Cicero,Clodius Hermogenes,cicero,clodius hermogenes,,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_financial_context_only,EG-CLEAN-0011,49-44 BCE|cicero|clodius hermogenes,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0104,secondary_source_records,Cic. Att. 4.6.4; Att. 4.16.4,Att. 4.6/4.16 context; date varies by cited letter [56 BCE],56,65-50 BCE,Cicero,C. Vestorius,cicero,c vestorius,,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0065,65-50 BCE|cicero|c vestorius,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
CIC-SRC-EXP-0003,canonical_source_expansion,Brut. 2.4,"Rome, 12 April 43 B.C. [43 BCE]",43,outside_current_windows,cities in Asia,Brutus,cities in asia,brutus,Senate,requested,credit arrangement,high,unspecified,pecuniae,out_of_scope_public,latin_controlled_reviewed,latin_controlled_reviewed,EG-CLEAN-0105,outside_current_windows|cities in asia|brutus,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
CIC-SRC-EXP-0004,canonical_source_expansion,Fam. 15.4,"Cilicia, 50 B.C. [50 BCE]",50,65-50 BCE,multiple provincial communities,tax/credit claimants not individually named,multiple provincial communities,tax credit claimants not individually named,Cicero as provincial governor,repaid,interest/usury,medium,unspecified,,out_of_scope_public,latin_controlled_reviewed,latin_controlled_reviewed,EG-CLEAN-0081,65-50 BCE|multiple provincial communities|tax credit claimants not individually named,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
CIC-SRC-EXP-0005,canonical_source_expansion,Att. 6.1,"Cilicia, 50 B.C. [50 BCE]",50,65-50 BCE,Greek provincial communities,publicani,greek provincial communities,publicani,Cicero; Servilius,transferred,interest/usury,medium,unspecified,,out_of_scope_public,latin_controlled_reviewed,latin_controlled_reviewed,EG-CLEAN-0074,65-50 BCE|greek provincial communities|publicani,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
